id,datetime,message,message_id,category_id,repetition_datetime,repetition_count
236,1702337071000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
237,1702337081000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0004588885 bad form,34,2,,
238,1702337144000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702337141000,4
239,1702337144000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 145.254.45.61, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
240,1702337481000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
241,1702337491000,Internetverbindung wurde getrennt.,23,2,,
242,1702337491000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
243,1702337501000,DSL-Synchronisierung beginnt (Training).,12,2,,
244,1702337641000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
245,1702337651000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0004592960 bad form,34,2,,
246,1702337714000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702337711000,4
247,1702337714000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 145.254.45.61, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
248,1702350072000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
249,1702360656000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
250,1702360666000,Internetverbindung wurde getrennt.,23,2,,
251,1702360666000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
252,1702360677000,DSL-Synchronisierung beginnt (Training).,12,2,,
253,1702360815000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
254,1702360822000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0004923955 bad form,34,2,,
255,1702360885000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702360882000,4
256,1702360885000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 2.207.13.71, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
257,1702609279000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,1702436473000,4
258,1702619088000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
259,1702619098000,Internetverbindung wurde getrennt.,23,2,,
260,1702619098000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
261,1702619107000,DSL-Synchronisierung beginnt (Training).,12,2,,
262,1702619248000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
263,1702619255000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0007121071 bad form,34,2,,
264,1702619317000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702619315000,4
265,1702619318000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.5.14.176, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
266,1702635685000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
267,1702635695000,Internetverbindung wurde getrennt.,23,2,,
268,1702635695000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: 4.0,74,3,,
269,1702635705000,DSL-Synchronisierung beginnt (Training).,12,2,,
270,1702635844000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
271,1702635851000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0007224324 bad form,34,2,,
272,1702635914000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702635911000,4
273,1702635914000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 94.216.15.81, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
274,1702635915000,Alle Verbindungen zu den verschlüsselten DNS-Servern sind unterbrochen. Es besteht kein DNS-Verkehr bis ein Rückfall auf unverschlüsselten DNS-Verkehr erlaubt ist.,2384,1,1702635915000,4
275,1702643031000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
276,1702643041000,Internetverbindung wurde getrennt.,23,2,,
277,1702643041000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
278,1702643050000,DSL-Synchronisierung beginnt (Training).,12,2,,
279,1702643190000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
280,1702643200000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0007273390 bad form,34,2,,
281,1702643262000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702643260000,4
282,1702643263000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 92.74.184.82, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
283,1702695681000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
284,1702705638000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
285,1702705647000,Internetverbindung wurde getrennt.,23,2,,
286,1702705647000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
287,1702705657000,DSL-Synchronisierung beginnt (Training).,12,2,,
288,1702705797000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
289,1702705804000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0007848172 bad form,34,2,,
290,1702705867000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702705864000,4
291,1702705867000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.3.63.254, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
292,1702782083000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,1702728092000,4
293,1702806833000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
294,1702806843000,Internetverbindung wurde getrennt.,23,2,,
295,1702806843000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
296,1702806843000,Internettelefonie mit +4917678497705 über ims.vodafone.de war nicht erfolgreich. Ursache:  (555),78,3,,
297,1702806853000,DSL-Synchronisierung beginnt (Training).,12,2,,
298,1702806937000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,1702806899000,2
299,1702806993000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
300,1702807000000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0008644324 bad form,34,2,,
301,1702807063000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702807060000,4
302,1702807063000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.9.232.8, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
303,1702837124000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
304,1702837135000,Internetverbindung wurde getrennt.,23,2,,
305,1702837135000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
306,1702837144000,DSL-Synchronisierung beginnt (Training).,12,2,,
307,1702837285000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
308,1702837291000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0008848590 bad form,34,2,,
309,1702837354000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
310,1702837355000,PPPoE-Fehler: Zeitüberschreitung. ,41,2,,
311,1702837381000,DSL-Synchronisierung beginnt (Training).,12,2,,
312,1702837435000,Freigabe als Exposed Host auf 192.168.178.2 (firewall) entfernt.,2063,1,,
313,1702837520000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
314,1702837548000,PPPoE-Fehler: Zeitüberschreitung. pado: hostuniq mismatch,41,2,,
315,1702837562000,PPPoE-Fehler: Zeitüberschreitung. ,41,2,,
316,1702837575000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702837572000,5
317,1702837575000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.0.208.1, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
318,1702837576000,Freigabe als Exposed Host auf 192.168.178.2 (firewall) hinzugefügt.,2062,1,,
319,1702868486000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,1702861295000,2
320,1702925434000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
321,1702925444000,Internetverbindung wurde getrennt.,23,2,,
322,1702925444000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: 4.0,74,3,,
323,1702925454000,DSL-Synchronisierung beginnt (Training).,12,2,,
324,1702925594000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
325,1702925600000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0009584361 bad form,34,2,,
326,1702925664000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702925661000,4
327,1702925664000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.9.232.23, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
328,1702965399000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,1702954889000,2
329,1702998205000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
330,1702998215000,Internetverbindung wurde getrennt.,23,2,,
331,1702998215000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
332,1702998225000,DSL-Synchronisierung beginnt (Training).,12,2,,
333,1702998313000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
334,1702998365000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
335,1702998372000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0010223870 bad form,34,2,,
336,1702998435000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1702998432000,4
337,1702998435000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.9.232.107, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
338,1703026461000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
339,1703026471000,Internetverbindung wurde getrennt.,23,2,,
340,1703026471000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
341,1703026480000,DSL-Synchronisierung beginnt (Training).,12,2,,
342,1703026620000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
343,1703026627000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0010407214 bad form,34,2,,
344,1703026689000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703026687000,4
345,1703026690000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.56.75.74, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
346,1703037805000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
347,1703037814000,Internetverbindung wurde getrennt.,23,2,,
348,1703037814000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
349,1703037824000,DSL-Synchronisierung beginnt (Training).,12,2,,
350,1703037868000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2 gescheitert (falsches Kennwort).,501,1,,
351,1703037888000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
352,1703037965000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
353,1703037971000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0010537580 bad form,34,2,,
354,1703038035000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703038032000,4
355,1703038035000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.56.75.74, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
356,1703038284000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
357,1703038294000,Internetverbindung wurde getrennt.,23,2,,
358,1703038294000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
359,1703038304000,DSL-Synchronisierung beginnt (Training).,12,2,,
360,1703038444000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
361,1703038449000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
362,1703038451000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0010549501 bad form,34,2,,
363,1703038514000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703038511000,4
364,1703038514000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 145.254.45.103, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
365,1703041290000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
366,1703088613000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
367,1703088623000,Internetverbindung wurde getrennt.,23,2,,
368,1703088623000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
369,1703088645000,DSL-Synchronisierung beginnt (Training).,12,2,,
370,1703088785000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
371,1703088791000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0010962795 bad form,34,2,,
372,1703088854000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703088852000,4
373,1703088855000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 2.201.91.164, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
374,1703089969000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
375,1703127181000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
376,1703127191000,Internetverbindung wurde getrennt.,23,2,,
377,1703127191000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
378,1703127201000,DSL-Synchronisierung beginnt (Training).,12,2,,
379,1703127341000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
380,1703127348000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0011329737 bad form,34,2,,
381,1703127411000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703127408000,4
382,1703127411000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.5.106.12, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
383,1703127638000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
384,1703146988000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
385,1703146998000,Internetverbindung wurde getrennt.,23,2,,
386,1703146998000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: 4.0,74,3,,
387,1703147009000,DSL-Synchronisierung beginnt (Training).,12,2,,
388,1703147147000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
389,1703147174000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703147172000,4
390,1703147175000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.57.77.64, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
391,1703199050000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
392,1703199097000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
393,1703199107000,Internetverbindung wurde getrennt.,23,2,,
394,1703199107000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
395,1703199116000,DSL-Synchronisierung beginnt (Training).,12,2,,
396,1703199256000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
397,1703199263000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0011854948 bad form,34,2,,
398,1703199325000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703199323000,4
399,1703199326000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 178.5.14.197, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
400,1703214039000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
401,1703235504000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
402,1703235513000,Internetverbindung wurde getrennt.,23,2,,
403,1703235513000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
404,1703235523000,DSL-Synchronisierung beginnt (Training).,12,2,,
405,1703235662000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
406,1703235669000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0012251359 bad form,34,2,,
407,1703235732000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703235729000,5
408,1703235732000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.57.77.32, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
409,1703318618000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,1703238350000,3
410,1703337612000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
411,1703337623000,Internetverbindung wurde getrennt.,23,2,,
412,1703337623000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
413,1703337632000,DSL-Synchronisierung beginnt (Training).,12,2,,
414,1703337771000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
415,1703337796000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0013079791 bad form,34,2,,
416,1703337858000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703337856000,4
417,1703337859000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.57.77.64, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
418,1703339643000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
419,1703339652000,Internetverbindung wurde getrennt.,23,2,,
420,1703339652000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
421,1703339662000,DSL-Synchronisierung beginnt (Training).,12,2,,
422,1703339802000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
423,1703339812000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0013093491 bad form,34,2,,
424,1703339874000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703339872000,4
425,1703339875000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.57.77.64, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
426,1703361817000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
427,1703361827000,Internetverbindung wurde getrennt.,23,2,,
428,1703361827000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
429,1703361838000,DSL-Synchronisierung beginnt (Training).,12,2,,
430,1703361979000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
431,1703361989000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0013247178 bad form,34,2,,
432,1703362052000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703362049000,5
433,1703362052000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.57.77.64, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
434,1703372493000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
435,1703372503000,Internetverbindung wurde getrennt.,23,2,,
436,1703372503000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
437,1703372514000,DSL-Synchronisierung beginnt (Training).,12,2,,
438,1703372653000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
439,1703372666000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0013306795 bad form,34,2,,
440,1703372730000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703372727000,4
441,1703372730000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 84.57.77.64, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
442,1703373392000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
443,1703373401000,Internetverbindung wurde getrennt.,23,2,,
444,1703373401000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
445,1703373411000,DSL-Synchronisierung beginnt (Training).,12,2,,
446,1703373551000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
447,1703373557000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0013313839 bad form,34,2,,
448,1703373621000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703373618000,4
449,1703373621000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 92.211.143.130, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
450,1703386844000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
451,1703393474000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
452,1703393484000,Internetverbindung wurde getrennt.,23,2,,
453,1703393484000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
454,1703393494000,DSL-Synchronisierung beginnt (Training).,12,2,,
455,1703393512000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
456,1703393634000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 99999/36999 kbit/s).,11,2,,
457,1703393640000,Anmeldung beim Internetanbieter ist fehlgeschlagen. 0014 PXYMUN18 0013605862 bad form,34,2,,
458,1703393702000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703393700000,3
459,1703393703000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 92.211.143.130, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
460,1703472985000,DSL antwortet nicht (Keine DSL-Synchronisierung).,10,2,,
461,1703472995000,Internetverbindung wurde getrennt.,23,2,,
462,1703472995000,Abmeldung der Internetrufnummer 072513919518 war nicht erfolgreich. Ursache: DNS-Fehler,75,3,,
463,1703472999000,DSL-Synchronisierung beginnt (Training).,12,2,,
464,1703473139000,DSL ist verfügbar (DSL-Synchronisierung besteht mit 89999/36999 kbit/s).,11,2,,
465,1703473167000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,1703473164000,5
466,1703473167000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 2.200.175.215, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
467,1703473246000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
468,1703490719000,Internetverbindung wurde getrennt.,23,2,,
469,1703490719000,Zeitüberschreitung bei der PPP-Aushandlung.,36,2,,
470,1703490729000,Internetverbindung IPv6: AFTR konnte nicht bezogen werden: Grund 7 (got no aftr),803,2,,
471,1703490732000,"Internetverbindung wurde erfolgreich hergestellt. IP-Adresse: 2.200.175.215, DNS-Server: 176.95.16.250 und 176.95.16.251, Gateway: 84.59.211.1, Breitband-PoP: BSLCOS00101",24,2,,
472,1703490814000,Internetverbindung wurde getrennt.,23,2,,
473,1703490814000,Zeitüberschreitung bei der PPP-Aushandlung.,36,2,,
474,1703490854000,Anmeldung beim Internetanbieter ist fehlgeschlagen. Terminated LCP,34,2,,
475,1703490945000,PPPoE-Fehler: Zeitüberschreitung. ,41,2,1703490918000,3
476,1703491176000,Freigabe als Exposed Host auf 192.168.178.2 (firewall) entfernt.,2063,1,,
477,1703491849000,PPPoE-Fehler: Zeitüberschreitung. ,41,2,1703491465000,2
478,1703492286000,Anmeldung beim Internetanbieter ist fehlgeschlagen. Terminated LCP,34,2,,
479,1703492502000,Anmeldung an der FRITZ!Box-Benutzeroberfläche von IP-Adresse 192.168.178.2.,500,1,,
